team_name,common_name,season,country,points_per_game_last_5,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90
Gillingham FC,Gillingham,2018/2019,England,1.4,22,11,11,0,7,3,4,4,2,2,11,6,5,1.14,1,1.27,16,19,10,16,33,36,-3,69,36,33,17,16,19,17,-2,-1,60,58,62,55,52,58,5,2,3,12,6,6,5,3,2,9,3,6,127,74,53,42,23,19,47,50,44,213,129,84,99,57,42,114,72,42,99,57,42,12,4,8,16,8,8,-4,-4,0,6,1,5,8,6,2,8,4,4,1.18,0.82,1.55,3.14,3.27,3,1.5,1.55,1.45,1.64,1.73,1.55,1.27,1.09,1.45,0.55,0.36,0.73,0.73,0.73,0.73,22,19,14,9,3,2,11,9,7,6,2,1,11,10,7,3,1,1,0,3,8,13,19,20,0,2,4,5,9,10,0,1,4,8,10,10,100,86,64,41,14,9,100,82,64,55,18,9,100,91,64,27,9,9,0,14,36,59,86,91,0,18,36,45,82,91,0,9,36,73,91,91,15,11,1,6,4,1,9,7,0,68,50,5,55,36,9,82,64,0,32,27,36,-1,23,18,27,55,55,55,23,27,18,41,27,55,13,6,7,59,55,64,14,8,6,64,73,55,2,2,0,9,18,0,27,9,45,36,55,18,36,36,36,5.77,6.73,4.82,1.91,2.09,1.73,100,91,82,73,73,55,32,23,82,3,3,3,1,4,7,4,4,4,2,7,4,2,3,9,4,1,4
Coventry City FC,Coventry City,2018/2019,England,0.2,22,11,11,0,8,4,4,5,3,2,9,4,5,1.32,1.36,1.27,13,15,11,13,23,27,-4,50,20,30,10,13,10,17,0,-4,86,99,76,73,99,58,4,3,1,13,6,7,6,2,4,10,5,5,98,49,49,23,6,17,49,51,47,236,125,111,113,59,54,123,66,57,113,59,54,8,3,5,6,2,4,2,1,1,5,2,3,13,7,6,4,2,2,1.27,1.18,1.36,2.27,1.82,2.73,1.05,0.91,1.18,1.23,0.91,1.55,0.64,0.45,0.82,0.36,0.27,0.45,0.27,0.18,0.36,21,15,10,2,1,1,11,6,3,0,0,0,10,9,7,2,1,1,1,7,12,20,21,21,0,5,8,11,11,11,1,2,4,9,10,10,95,68,45,9,5,5,100,55,27,0,0,0,91,82,64,18,9,9,5,32,55,91,95,95,0,45,73,100,100,100,9,18,36,82,91,91,9,3,1,4,1,0,5,2,1,41,14,5,36,9,0,45,18,9,36,36,36,7,18,27,9,59,55,64,27,18,36,45,45,45,18,9,9,82,82,82,16,9,7,73,82,64,1,0,1,5,0,9,23,18,27,59,64,55,18,18,18,4.45,4.45,4.45,1.05,0.55,1.55,86,82,64,55,50,36,14,5,50,1,3,1,0,4,1,4,1,8,1,1,1,1,5,3,6,4,5
Fleetwood Town FC,Fleetwood Town,2018/2019,England,1.4,22,11,11,0,8,5,3,6,4,2,8,2,6,1.36,1.73,1,10,10,15,10,29,23,6,52,28,24,16,13,12,11,4,2,68,62,76,86,83,90,7,3,4,9,7,2,8,2,6,13,9,4,121,57,64,53,18,35,49,50,48,206,104,102,98,50,48,108,54,54,98,50,48,18,9,9,8,4,4,10,5,5,8,5,3,11,5,6,3,1,2,1.59,1.82,1.36,2.36,2.55,2.18,1.32,1.45,1.18,1.05,1.09,1,1.18,1.18,1.18,0.82,0.82,0.82,0.36,0.36,0.36,20,15,10,5,2,0,10,8,6,3,1,0,10,7,4,2,1,0,2,7,12,17,20,22,1,3,5,8,10,11,1,4,7,9,10,11,91,68,45,23,9,0,91,73,55,27,9,0,91,64,36,18,9,0,9,32,55,77,91,100,9,27,45,73,91,100,9,36,64,82,91,100,13,8,4,7,4,2,6,4,2,59,36,18,64,36,18,55,36,18,36,45,27,3,32,27,36,41,64,18,36,18,55,59,82,36,16,8,8,73,73,73,11,4,7,50,36,64,4,3,1,18,27,9,36,45,27,50,45,55,14,9,18,5.5,5.18,5.82,2.41,1.64,3.18,91,82,77,64,55,50,27,27,64,3,6,4,4,3,5,0,2,2,0,3,1,3,3,7,1,2,3
AFC Wimbledon,AFC Wimbledon,2018/2019,England,0.8,22,11,11,0,4,2,2,3,2,1,15,7,8,0.68,0.73,0.64,24,24,23,24,15,33,-18,48,29,19,11,4,18,15,-7,-11,132,90,250,60,55,66,4,1,3,10,8,2,10,3,7,6,3,3,103,54,49,27,9,18,49,51,48,289,167,122,145,88,57,144,79,65,145,88,57,6,5,1,14,9,5,-8,-4,-4,3,3,0,10,3,7,9,5,4,0.86,1.09,0.64,2.18,2.64,1.73,0.68,1,0.36,1.5,1.64,1.36,0.91,1.27,0.55,0.27,0.45,0.09,0.64,0.82,0.45,20,15,10,2,1,0,10,9,7,2,1,0,10,6,3,0,0,0,2,7,12,20,21,22,1,2,4,9,10,11,1,5,8,11,11,11,91,68,45,9,5,0,91,82,64,18,9,0,91,55,27,0,0,0,9,32,55,91,95,100,9,18,36,82,91,100,9,45,73,100,100,100,14,5,1,9,4,1,5,1,0,64,23,5,82,36,9,45,9,0,18,18,18,19,18,9,27,45,73,18,45,27,64,27,27,27,10,4,6,45,36,55,17,7,10,77,64,91,3,2,1,14,18,9,14,27,0,45,27,64,41,45,36,4.9,4.91,4.9,1.23,0.82,1.64,90,62,56,43,28,28,24,19,50,1,1,1,2,2,3,4,0,1,3,2,1,6,2,8,3,3,5
Oxford United FC,Oxford United,2018/2019,England,2,22,11,11,0,6,6,0,7,0,7,9,5,4,1.14,1.64,0.64,18,12,22,18,29,33,-4,62,34,28,20,9,14,19,6,-10,68,49,110,60,71,52,7,4,3,12,6,6,6,1,5,10,8,2,124,62,62,54,24,30,50,50,50,244,122,122,116,53,63,128,69,59,116,53,63,13,9,4,13,5,8,0,4,-4,6,4,2,10,5,5,6,2,4,1.27,1.55,1,2.82,3.09,2.55,1.32,1.82,0.82,1.5,1.27,1.73,1.18,1.27,1.09,0.59,0.82,0.36,0.59,0.45,0.73,19,18,12,7,4,2,11,10,7,3,2,1,8,8,5,4,2,1,3,4,10,15,18,20,0,1,4,8,9,10,3,3,6,7,9,10,86,82,55,32,18,9,100,91,64,27,18,9,73,73,45,36,18,9,14,18,45,68,82,91,0,9,36,73,82,91,27,27,55,64,82,91,15,9,2,8,5,1,7,4,1,68,41,9,73,45,9,64,36,9,27,55,0,27,32,36,27,55,55,55,27,9,45,45,73,18,12,6,6,55,55,55,12,5,7,55,45,64,5,3,2,23,27,18,27,36,18,45,45,45,27,18,36,5.64,5.64,5.64,2.45,2.18,2.73,91,86,64,50,45,27,23,18,77,3,5,2,0,6,4,1,3,5,1,2,6,3,2,5,6,3,5
Bristol Rovers FC,Bristol Rovers,2018/2019,England,0,22,11,11,0,4,2,2,5,2,3,13,7,6,0.77,0.73,0.82,23,23,18,23,18,27,-9,45,24,21,9,9,15,12,-6,-3,110,110,110,73,66,83,6,3,3,10,5,5,10,5,5,6,2,4,118,57,61,35,12,23,51,52,50,266,151,115,124,78,46,142,73,69,124,78,46,9,5,4,14,8,6,-5,-3,-2,3,2,1,11,4,7,8,5,3,0.91,0.91,0.91,2.05,2.18,1.91,0.82,0.82,0.82,1.23,1.36,1.09,1.05,1.18,0.91,0.41,0.45,0.36,0.64,0.73,0.55,18,13,11,3,0,0,9,7,6,2,0,0,9,6,5,1,0,0,4,9,11,19,22,22,2,4,5,9,11,11,2,5,6,10,11,11,82,59,50,14,0,0,82,64,55,18,0,0,82,55,45,9,0,0,18,41,50,86,100,100,18,36,45,82,100,100,18,45,55,91,100,100,13,7,2,8,3,1,5,4,1,59,32,9,73,27,9,45,36,9,18,18,18,-6,27,27,27,45,45,45,45,45,45,27,18,36,11,4,7,50,36,64,16,8,8,73,73,73,4,2,2,18,18,18,14,18,9,50,36,64,36,45,27,5.36,5.18,5.55,1.59,1.09,2.09,95,82,77,73,55,45,41,32,41,2,3,2,1,2,2,0,2,4,5,2,1,2,5,3,1,2,6
Shrewsbury Town FC,Shrewsbury Town,2018/2019,England,1.4,22,11,11,0,6,5,1,7,4,3,9,2,7,1.14,1.73,0.55,17,9,24,17,26,29,-3,55,27,28,16,10,11,18,5,-8,76,62,99,68,90,55,6,4,2,12,5,7,7,3,4,9,6,3,114,66,48,24,13,11,50,53,48,238,150,88,99,57,42,139,93,46,99,57,42,9,7,2,12,4,8,-3,3,-6,4,3,1,11,6,5,7,2,5,1.05,1.36,0.73,2.5,2.45,2.55,1.18,1.45,0.91,1.32,1,1.64,0.95,1,0.91,0.41,0.64,0.18,0.55,0.36,0.73,19,16,11,6,3,0,10,8,4,4,1,0,9,8,7,2,2,0,3,6,11,16,19,22,1,3,7,7,10,11,2,3,4,9,9,11,86,73,50,27,14,0,91,73,36,36,9,0,82,73,64,18,18,0,14,27,50,73,86,100,9,27,64,64,91,100,18,27,36,82,82,100,13,7,1,7,4,0,6,3,1,59,32,5,64,36,0,55,27,9,27,45,9,24,27,36,18,55,45,64,32,27,36,41,55,27,13,7,6,59,64,55,15,6,9,68,55,82,3,2,1,14,18,9,18,27,9,50,55,45,32,18,45,5.18,6,4.36,1.09,1.18,1,82,77,73,68,50,32,14,5,55,4,0,2,2,1,4,5,4,4,2,6,1,2,2,5,1,3,7
Bradford City AFC,Bradford City,2018/2019,England,1.6,22,11,11,0,5,3,2,3,1,2,14,7,7,0.82,0.91,0.73,22,21,21,22,22,39,-17,61,26,35,11,11,15,24,-4,-13,90,90,90,51,66,41,6,4,2,9,3,6,8,5,3,8,3,5,107,52,55,51,22,29,48,50,47,189,89,100,94,37,57,95,52,43,94,37,57,10,4,6,14,7,7,-4,-3,-1,7,3,4,6,2,4,9,6,3,1.23,1,1.45,2.77,2.36,3.18,1,1,1,1.77,1.36,2.18,1.09,1,1.18,0.45,0.36,0.55,0.64,0.64,0.64,21,17,11,7,3,2,10,8,4,2,1,1,11,9,7,5,2,1,1,5,11,15,19,20,1,3,7,9,10,10,0,2,4,6,9,10,95,77,50,32,14,9,91,73,36,18,9,9,100,82,64,45,18,9,5,23,50,68,86,91,9,27,64,82,91,91,0,18,36,55,82,91,17,5,2,9,2,0,8,3,2,77,23,9,82,18,0,73,27,18,23,27,18,12,27,36,18,41,27,55,36,45,27,36,27,45,11,5,6,50,45,55,14,8,6,64,73,55,2,0,2,9,0,18,32,27,36,27,18,36,41,55,27,4.86,4.73,5,2.32,2,2.64,95,82,73,73,41,36,32,23,86,2,2,3,2,1,4,4,1,3,3,5,3,3,3,6,7,1,8
Peterborough United FC,Peterborough United,2018/2019,England,1.4,22,11,11,0,11,4,7,7,4,3,4,3,1,1.82,1.45,2.18,4,14,2,4,40,28,12,68,29,39,14,26,15,13,-1,13,49,71,38,71,66,76,4,2,2,15,7,8,3,2,1,12,6,6,98,54,44,40,23,17,46,49,43,204,92,112,110,49,61,94,43,51,110,49,61,16,7,9,9,6,3,7,1,6,8,3,5,9,4,5,5,4,1,1.5,1.18,1.82,3.09,2.64,3.55,1.82,1.27,2.36,1.27,1.36,1.18,1.14,1.18,1.09,0.73,0.64,0.82,0.41,0.55,0.27,22,17,13,10,4,2,11,8,6,4,0,0,11,9,7,6,4,2,0,5,9,12,18,20,0,3,5,7,11,11,0,2,4,5,7,9,100,77,59,45,18,9,100,73,55,36,0,0,100,82,64,55,36,18,0,23,41,55,82,91,0,27,45,64,100,100,0,18,36,45,64,82,15,7,2,8,4,1,7,3,1,68,32,9,73,36,9,64,27,9,50,36,64,-19,18,18,18,68,64,73,14,18,9,55,55,55,14,6,8,64,55,73,12,7,5,55,64,45,3,1,2,14,9,18,36,27,45,41,36,45,23,36,9,4.45,4.91,4,1.82,2.09,1.55,95,86,73,68,59,55,50,36,86,3,4,5,3,2,9,3,2,9,2,3,1,1,3,5,4,4,5
Accrington Stanley FC,Accrington Stanley,2018/2019,England,0.2,22,11,11,0,7,3,4,8,5,3,7,3,4,1.32,1.27,1.36,14,17,8,14,23,28,-5,51,25,26,12,11,13,15,-1,-4,86,83,90,71,76,66,3,1,2,14,8,6,5,2,3,8,4,4,121,64,57,43,22,21,49,52,47,259,134,125,116,52,64,143,82,61,116,52,64,8,3,5,10,5,5,-2,-2,0,6,3,3,10,4,6,6,4,2,1.27,1.18,1.36,2.32,2.27,2.36,1.05,1.09,1,1.27,1.18,1.36,0.82,0.73,0.91,0.36,0.27,0.45,0.45,0.45,0.45,22,17,7,3,2,0,11,10,3,1,0,0,11,7,4,2,2,0,0,5,15,19,20,22,0,1,8,10,11,11,0,4,7,9,9,11,100,77,32,14,9,0,100,91,27,9,0,0,100,64,36,18,18,0,0,23,68,86,91,100,0,9,73,91,100,100,0,36,64,82,82,100,14,4,0,7,1,0,7,3,0,64,18,0,64,9,0,64,27,0,32,27,36,6,14,9,18,64,73,55,23,18,27,36,36,36,14,7,7,64,64,64,14,8,6,64,73,55,2,0,2,9,0,18,27,27,27,45,36,55,27,36,18,5.5,5.82,5.18,1.95,2,1.91,86,86,77,77,64,36,18,14,59,3,2,1,1,1,3,5,2,5,1,3,3,2,1,3,8,3,4
Plymouth Argyle FC,Plymouth Argyle,2018/2019,England,1.4,22,11,11,0,5,3,2,5,3,2,12,5,7,0.91,1.09,0.73,21,18,20,21,26,41,-15,67,37,30,16,10,21,20,-5,-10,76,62,99,48,47,49,2,1,1,14,8,6,7,2,5,10,6,4,120,73,47,33,11,22,50,53,47,243,151,92,143,104,39,100,47,53,143,104,39,13,8,5,20,9,11,-7,-1,-6,3,2,1,11,6,5,8,3,5,0.91,1.09,0.73,3.05,3.36,2.73,1.18,1.45,0.91,1.86,1.91,1.82,1.5,1.55,1.45,0.59,0.73,0.45,0.91,0.82,1,21,18,12,7,6,3,11,9,6,5,4,2,10,9,6,2,2,1,1,4,10,15,16,19,0,2,5,6,7,9,1,2,5,9,9,10,95,82,55,32,27,14,100,82,55,45,36,18,91,82,55,18,18,9,5,18,45,68,73,86,0,18,45,55,64,82,9,18,45,82,82,91,17,11,3,8,6,2,9,5,1,77,50,14,73,55,18,82,45,9,23,27,18,10,9,9,9,64,73,55,32,18,45,45,55,36,8,5,3,36,45,27,12,5,7,55,45,64,7,4,3,32,36,27,14,18,9,50,55,45,36,27,45,5.45,6.64,4.27,1.5,1,2,100,95,95,77,59,50,36,27,64,3,3,1,5,2,1,0,6,5,4,7,3,3,5,4,4,5,6
Wycombe Wanderers FC,Wycombe Wanderers,2018/2019,England,2.2,22,11,11,0,8,6,2,8,3,5,6,2,4,1.45,1.91,1,9,7,16,9,32,30,2,62,28,34,17,15,11,19,6,-4,62,58,66,66,90,52,5,5,0,15,6,9,4,2,2,10,5,5,121,65,56,39,21,18,48,49,47,209,107,102,91,41,50,118,66,52,91,41,50,12,7,5,11,6,5,1,1,0,7,4,3,8,4,4,7,3,4,1.32,1.45,1.18,2.82,2.55,3.09,1.45,1.55,1.36,1.36,1,1.73,1.05,1.18,0.91,0.55,0.64,0.45,0.5,0.55,0.45,20,17,13,7,5,0,9,7,6,3,3,0,11,10,7,4,2,0,2,5,9,15,17,22,2,4,5,8,8,11,0,1,4,7,9,11,91,77,59,32,23,0,82,64,55,27,27,0,100,91,64,36,18,0,9,23,41,68,77,100,18,36,45,73,73,100,0,9,36,64,82,100,15,6,2,7,4,2,8,2,0,68,27,9,64,36,18,73,18,0,36,55,18,17,23,45,0,68,55,82,18,18,18,45,45,45,13,7,6,59,64,55,13,6,7,59,55,64,3,2,1,14,18,9,32,36,27,36,36,36,32,27,36,5.5,5.91,5.09,1.77,1.91,1.64,91,91,91,64,55,41,23,18,82,2,4,4,2,0,4,3,4,9,5,2,0,4,1,6,1,6,5
Luton Town FC,Luton Town,2018/2019,England,3,22,11,11,0,13,9,4,5,2,3,4,0,4,2,2.64,1.36,3,1,7,3,43,22,21,65,38,27,29,14,9,13,20,1,46,34,71,90,110,76,8,5,3,13,6,7,3,0,3,11,8,3,144,74,70,30,12,18,52,52,53,239,112,127,116,56,60,123,56,67,116,56,60,18,14,4,13,5,8,5,9,-4,8,6,2,7,2,5,7,3,4,1.41,1.82,1,2.95,3.45,2.45,1.95,2.64,1.27,1,0.82,1.18,1.41,1.73,1.09,0.82,1.27,0.36,0.59,0.45,0.73,20,18,12,9,5,1,11,10,6,6,4,1,9,8,6,3,1,0,2,4,10,13,17,21,0,1,5,5,7,10,2,3,5,8,10,11,91,82,55,41,23,5,100,91,55,55,36,9,82,73,55,27,9,0,9,18,45,59,77,95,0,9,45,45,64,91,18,27,45,73,91,100,17,8,5,10,5,3,7,3,2,77,36,23,91,45,27,64,27,18,59,82,36,27,36,45,27,59,55,64,14,0,27,50,73,27,12,6,6,55,55,55,11,4,7,50,36,64,4,2,2,18,18,18,36,55,18,32,18,45,32,27,36,6.55,6.73,6.36,1.36,1.09,1.64,91,82,73,55,55,50,41,36,73,3,3,5,4,3,7,6,7,5,2,5,4,1,3,0,1,2,4
Portsmouth FC,Portsmouth,2018/2019,England,2,22,11,11,0,14,6,8,6,3,3,2,2,0,2.18,1.91,2.45,1,4,1,1,36,18,18,54,29,25,19,17,10,8,9,9,55,52,58,110,99,123,8,5,3,13,5,8,2,1,1,16,7,9,130,77,53,42,19,23,49,51,46,270,151,119,115,67,48,155,84,71,115,67,48,16,6,10,6,5,1,10,1,9,12,5,7,7,3,4,3,3,0,1.95,1.64,2.27,2.45,2.64,2.27,1.64,1.73,1.55,0.82,0.91,0.73,1,1,1,0.73,0.55,0.91,0.27,0.45,0.09,21,17,11,4,1,0,11,9,5,3,1,0,10,8,6,1,0,0,1,5,11,18,21,22,0,2,6,8,10,11,1,3,5,10,11,11,95,77,50,18,5,0,100,82,45,27,9,0,91,73,55,9,0,0,5,23,50,82,95,100,0,18,55,73,91,100,9,27,45,91,100,100,16,6,0,8,3,0,8,3,0,73,27,0,73,27,0,73,27,0,64,55,73,-3,36,45,27,59,45,73,9,9,9,73,64,82,18,8,10,82,73,91,9,6,3,41,55,27,1,0,1,5,0,9,55,45,64,32,27,36,14,27,0,5.91,7,4.82,1.91,1.73,2.09,86,82,68,59,50,36,18,9,77,1,3,5,5,5,4,5,2,6,1,0,3,0,3,2,3,2,4
